cellid,y_pred_sim_dif_probT_cfrobust,irr_sim_probT_cfrobust,cr_sim_probT_cfrobust,crnrt_sim_probT_cfrobust,irr_sim_gtP_cfrobust,irrnrt_sim_gtP_cfrobust,y_pred_sim_dif_probT_naive,irr_sim_probT_naive,cr_sim_probT_naive,crnrt_sim_probT_naive,irr_sim_gtP_naive,irrnrt_sim_gtP_naive,lat,lon,class_nono_probT,classnrt_nono_probT,class_yesyes_probT,classnrt_yesyes_probT,class_type1_probT,classnrt_type1_probT,class_type2_probT,classnrt_type2_probT
"10139","1.482648611","1.555619478","8.146421432","nan",".9610000253","nan",".9162558317",".5815266967","3.272342205","5.034372807","0","1","-8.125","25.125","0","0","0","1","1","0","0","0"
"1014",".6152324677","nan","3.380398273","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","13.125","-5.625","nan","nan","nan","nan","nan","nan","nan","nan"
"10140","1.40785253","1.428692579","7.735453606","nan",".9570000172","nan",".9162558317",".5819787979","3.272342205","5.034372807","0","1","-8.125","25.375","0","0","0","1","1","0","0","0"
"10141","1.43151021","1.466006756","7.865440845","nan",".9660000205","nan",".9162558317",".5815853477","3.272342205","5.034372807","0","1","-8.125","25.625","0","0","0","1","1","0","0","0"
"10142","1.368140459","1.353225708","7.517255783","nan",".949000001","nan",".9162558317",".5802842379","3.272342205","5.034372807","0","1","-8.125","25.875","0","0","0","1","1","0","0","0"
"10143","1.128403664",".9565067291","6.200020313","nan",".8610000014","nan",".9162558317",".5861926079","3.272342205","5.034372807","0","1","-8.125","26.375","0","0","0","1","1","0","0","0"
"10144","1.115024805",".9269871712","6.126509666","nan",".9049999714","nan",".9162558317",".5832324624","3.272342205","5.034372807","0","1","-8.125","26.625","0","0","0","1","1","0","0","0"
"10145","1.031093478",".7692323923","5.665349007","nan",".8429999948","nan",".9162558317",".5791712999","3.272342205","5.034372807","0","1","-8.125","26.875","0","0","0","1","1","0","0","0"
"10146","1.294122219","1.262648821","7.110561371","nan",".949000001","nan",".9162558317",".5973700881","3.272342205","5.034372807","0","1","-8.125","27.125","0","0","0","1","1","0","0","0"
"10147","1.295082808","1.23405385","7.115839958","nan",".9250000119","nan",".9162558317",".587230742","3.272342205","5.034372807","0","1","-8.125","27.375","0","0","0","1","1","0","0","0"
"10148","1.621743441","1.769642591","8.910678864","nan",".9840000272","nan",".9162558317",".5633352995","3.272342205","5.034372807","0","1","-8.125","27.875","0","0","0","1","1","0","0","0"
"10149","1.59303546","1.701460719","8.752943039","nan",".9769999981","nan",".9162558317",".5444502234","3.272342205","5.034372807","0","1","-8.125","28.375","0","0","0","1","1","0","0","0"
"1015",".5710520744","nan","3.137648821","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","13.125","-5.375","nan","nan","nan","nan","nan","nan","nan","nan"
"10150","1.708832264","1.817682743","9.389188766","nan",".9829999804","nan",".9162558317",".5094210505","3.272342205","5.034372807","0","1","-8.125","28.875","0","0","0","1","1","0","0","0"
"10151","2.027099609","2.275477886","11.13790894","nan",".9890000224","nan",".9162558317",".478285104","3.272342205","5.034372807","0","1","-8.125","29.125","0","0","0","1","1","0","0","0"
"10152","1.614748836","1.54126966","8.872245789","nan",".9710000157","nan","1.408392668","1.221421242","5.029973984","7.73842144","1","1","-8.125","29.375","0","0","1","1","0","0","0","0"
"10153","1.500787377","1.323830962","8.246084213","nan",".9520000219","nan","1.408392668","1.174132466","5.029973984","7.73842144","1","1","-8.125","29.625","0","0","1","1","0","0","0","0"
"10154","1.819724202","1.768283129","9.998484612","nan",".9890000224","nan","1.408392668","1.13768959","5.029973984","7.73842144","1","1","-8.125","29.875","0","0","1","1","0","0","0","0"
"10155","1.623846531","1.456899405","8.922233582","nan",".9789999723","nan","1.408392668","1.132745028","5.029973984","7.73842144","1","1","-8.125","30.125","0","0","1","1","0","0","0","0"
"10156","1.475598693","1.195045948","8.107685089","nan",".9570000172","nan",".9162558317",".363163054","3.272342205","5.034372807","0","1","-8.125","30.375","0","0","0","1","1","0","0","0"
"10157","1.201203108",".7374702692","6.600016594","nan",".8870000243","nan",".9162558317",".3280980587","3.272342205","5.034372807","0","1","-8.125","30.625","0","0","0","1","1","0","0","0"
"10158","2.009001255","1.802047729","11.03846836","nan","1","nan",".4379849434","-.3897145092","1.564231992","2.406510592","0","0","-8.125","31.125","0","0","0","0","1","1","0","0"
"10159","2.144719601","1.933575392","11.78417301","nan","1","nan",".4379849434","-.4020546675","1.564231992","2.406510592","0","0","-8.125","31.375","0","0","0","0","1","1","0","0"
"1016",".5589504838","nan","3.071156502","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","13.125","-5.125","nan","nan","nan","nan","nan","nan","nan","nan"
"10160","1.934738636","1.586957335","10.63043213","nan",".9919999838","nan",".4379849434","-.4142732918","1.564231992","2.406510592","0","0","-8.125","31.625","0","0","0","0","1","1","0","0"
"10161","1.874831438","1.463475943","10.30127144","nan",".9670000076","nan",".4379849434","-.4233157337","1.564231992","2.406510592","0","0","-8.125","31.875","0","0","0","0","1","1","0","0"
"10162","1.627745509",".8168007135","8.943656921","nan",".9150000215","nan",".4379849434","-.5117351413","1.564231992","2.406510592","0","0","-8.125","33.375","0","0","0","0","1","1","0","0"
"10163","1.599648237",".948379159","8.789276123","nan",".9300000072","nan",".8908963203",".0854226202","3.18177247","4.89503479","0","0","-8.125","34.875","0","0","0","0","1","1","0","0"
"10164","1.749763489","1.170307159","9.614085197","nan",".949000001","nan",".4379849434","-.4558624327","1.564231992","2.406510592","0","0","-8.125","35.125","0","0","0","0","1","1","0","0"
"10165","1.370398998",".7821347713","7.529664993","nan",".8730000257","nan",".4379849434","-.4331863523","1.564231992","2.406510592","0","0","-8.125","35.625","0","0","0","0","1","1","0","0"
"10166","1.166053057",".5319399834","6.406885147","nan",".7860000134","nan",".4379849434","-.4242936373","1.564231992","2.406510592","0","0","-8.125","35.875","0","0","0","0","1","1","0","0"
"10167",".9482563734",".3051785231","5.210199356","nan",".7020000219","nan","1.49477911","1.055410385","5.338496685","8.213071823","1","1","-8.125","36.625","0","0","1","1","0","0","0","0"
"10168","1.022997737",".4363267422","5.620866776","nan",".7680000067","nan","1.49477911","1.0979532","5.338496685","8.213071823","1","1","-8.125","36.875","0","0","1","1","0","0","0","0"
"10169",".6911743879",".1225418001","3.797661781","nan",".6190000176","nan","1.49477911","1.426634312","5.338496685","8.213071823","1","1","-8.125","39.125","0","0","0","0","0","0","1","1"
"1017",".6175949574","nan","3.393378735","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","13.125","-4.875","nan","nan","nan","nan","nan","nan","nan","nan"
"10170",".7692111731",".2587671578","4.226434708","nan",".6819999814","nan","1.49477911","1.45221734","5.338496685","8.213071823","1","1","-8.125","39.375","0","0","0","0","0","0","1","1"
"10171",".6775768399",".3698994517","3.722949743","nan",".7250000238","nan",".4780912399","-.0327979513","1.707468748","2.626874924","0","0","-8.375","13.375","0","0","0","0","1","1","0","0"
"10172",".703068018",".4211775064","3.863011122","nan",".7509999871","nan",".4780912399","-.0307784267","1.707468748","2.626874924","0","0","-8.375","13.625","0","0","0","0","1","1","0","0"
"10173",".9602121115",".9178202152","5.27589035","nan",".9039999843","nan",".4780912399","-.0482839458","1.707468748","2.626874924","0","0","-8.375","13.875","0","0","0","0","1","1","0","0"
"10174","1.208849549","1.416101217","6.642030716","nan",".9779999852","nan",".4780912399","-.0453874543","1.707468748","2.626874924","0","0","-8.375","14.125","0","0","0","0","1","1","0","0"
"10175","1.225576639","1.285804272","6.733937263","nan",".9710000157","nan",".4780912399","-.1076859236","1.707468748","2.626874924","0","0","-8.375","14.625","0","0","0","0","1","1","0","0"
"10176","1.180866957","1.215894699","6.488280296","nan",".9049999714","nan",".4780912399","-.1027559415","1.707468748","2.626874924","0","0","-8.375","14.875","0","0","0","0","1","1","0","0"
"10177","1.370327115","1.42045927","7.529270172","nan",".9589999914","nan",".4780912399","-.1594720334","1.707468748","2.626874924","0","0","-8.375","15.125","0","0","0","0","1","1","0","0"
"10178","1.532684565","1.810344934","8.42134285","nan",".9860000014","nan",".5653105974",".0307121985","2.018966436","3.106102228","0","0","-8.375","15.625","0","0","0","0","1","1","0","0"
"10179","1.560797215","1.728055477","8.575809479","nan",".9599999785","nan",".5653105974","-.0133076683","2.018966436","3.106102228","0","0","-8.375","15.875","0","0","0","0","1","1","0","0"
"1018",".5908049345","nan","3.246180773","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","13.125","-4.625","nan","nan","nan","nan","nan","nan","nan","nan"
"10180","1.590724468","1.804988861","8.740243912","nan",".9629999995","nan",".5653105974","-.0042591109","2.018966436","3.106102228","0","0","-8.375","16.125","0","0","0","0","1","1","0","0"
"10181","1.546355724","1.875345707","8.496459961","nan",".9769999981","nan",".1147877574","-.7873873115",".4099562764",".6307019591","0","0","-8.375","16.375","0","0","0","0","1","1","0","0"
"10182","1.400638938","1.611548901","7.695818424","nan",".9629999995","nan",".4780912399","-.106729731","1.707468748","2.626874924","0","0","-8.375","16.625","0","0","0","0","1","1","0","0"
"10183","1.243430853","1.34169066","6.832037926","nan",".9330000281","nan",".4780912399","-.099004522","1.707468748","2.626874924","0","0","-8.375","16.875","0","0","0","0","1","1","0","0"
"10184","1.323141575","1.510665298","7.270008087","nan",".9670000076","nan",".4780912399","-.0914804488","1.707468748","2.626874924","0","0","-8.375","17.125","0","0","0","0","1","1","0","0"
"10185","1.285198808","1.47105813","7.061532021","nan",".9639999866","nan",".4780912399","-.0842774808","1.707468748","2.626874924","0","0","-8.375","17.375","0","0","0","0","1","1","0","0"
"10186","1.309682846","1.529052019","7.196059227","nan",".9750000238","nan",".1147877574","-.7784953713",".4099562764",".6307019591","0","0","-8.375","17.625","0","0","0","0","1","1","0","0"
"10187","1.321065307","1.566329241","7.258600712","nan",".9769999981","nan",".1147877574","-.7769854069",".4099562764",".6307019591","0","0","-8.375","17.875","0","0","0","0","1","1","0","0"
"10188","1.360578775","1.658796787","7.475707531","nan",".9819999933","nan",".1147877574","-.7756180763",".4099562764",".6307019591","0","0","-8.375","18.125","0","0","0","0","1","1","0","0"
"10189","1.57597363","2.094722271","8.6591959","nan",".9919999838","nan",".1147877574","-.7743900418",".4099562764",".6307019591","0","0","-8.375","18.375","0","0","0","0","1","1","0","0"
"1019",".5189700127","nan","2.851483822","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","13.125","-4.375","nan","nan","nan","nan","nan","nan","nan","nan"
"10190","1.655229568","2.264212132","9.094667435","nan",".9980000257","nan",".1147877574","-.7732732296",".4099562764",".6307019591","0","0","-8.375","18.625","0","0","0","0","1","1","0","0"
"10191","1.679648399","2.330248833","9.228837967","nan",".996999979","nan",".1147877574","-.7722600102",".4099562764",".6307019591","0","0","-8.375","18.875","0","0","0","0","1","1","0","0"
"10192","1.451054335","1.897698998","7.972826004","nan",".9829999804","nan",".1147877574","-.7713506222",".4099562764",".6307019591","0","0","-8.375","19.125","0","0","0","0","1","1","0","0"
"10193","1.484694123","1.958343148","8.157659531","nan",".9929999709","nan",".1147877574","-.7705982924",".4099562764",".6307019591","0","0","-8.375","19.375","0","0","0","0","1","1","0","0"
"10194","1.461915135","1.928997278","8.032501221","nan",".9679999948","nan",".1147877574","-.7700098157",".4099562764",".6307019591","0","0","-8.375","19.625","0","0","0","0","1","1","0","0"
"10195","1.448682547","1.913511515","7.959794044","nan",".9720000029","nan",".1147877574","-.7695182562",".4099562764",".6307019591","0","0","-8.375","19.875","0","0","0","0","1","1","0","0"
"10196","1.405898333","1.832006812","7.724716187","nan",".9549999833","nan",".1147877574","-.7691199183",".4099562764",".6307019591","0","0","-8.375","20.125","0","0","0","0","1","1","0","0"
"10197","1.368849754","1.756697178","7.521152496","nan",".9620000124","nan",".1147877574","-.7688138485",".4099562764",".6307019591","0","0","-8.375","20.375","0","0","0","0","1","1","0","0"
"10198","1.403395653","1.824032784","7.710965157","nan",".9800000191","nan",".1147877574","-.7685991526",".4099562764",".6307019591","0","0","-8.375","20.625","0","0","0","0","1","1","0","0"
"10199","1.312276363","1.64674592","7.210309505","nan",".9589999914","nan",".1147877574","-.7684750557",".4099562764",".6307019591","0","0","-8.375","20.875","0","0","0","0","1","1","0","0"
"102",".3876297474",".3038871884","2.129833698","nan",".7020000219","nan","1.738792181","4.850231647","6.209971905","9.553803444","1","1","15.625","5.125","0","0","1","1","0","0","0","0"
"1020",".5231366158","nan","2.874377012","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","13.125","-4.125","nan","nan","nan","nan","nan","nan","nan","nan"
"10200","1.291176558","1.60768044","7.094376564","nan",".9530000091","nan",".1147877574","-.768440783",".4099562764",".6307019591","0","0","-8.375","21.125","0","0","0","0","1","1","0","0"
"10201","1.217693329","1.549312472","6.69062233","nan",".9509999752","nan",".1147877574","-.7591575384",".4099562764",".6307019591","0","0","-8.375","21.375","0","0","0","0","1","1","0","0"
"10202","1.255664229","1.633613586","6.899253845","nan",".9409999847","nan",".1147877574","-.759460628",".4099562764",".6307019591","0","0","-8.375","21.625","0","0","0","0","1","1","0","0"
"10203","1.291207671","1.699118972","7.094547272","nan",".9480000138","nan",".1147877574","-.7598594427",".4099562764",".6307019591","0","0","-8.375","21.875","0","0","0","0","1","1","0","0"
"10204","1.326011896","1.765569687","7.285778999","nan",".9660000205","nan",".9162558317",".9082028866","3.272342205","5.034372807","0","1","-8.375","22.375","0","0","0","1","1","0","0","0"
"10205","1.28138423","1.57131815","7.04057312","nan",".9240000248","nan",".9162558317",".8386380672","3.272342205","5.034372807","0","1","-8.375","22.625","0","0","0","1","1","0","0","0"
"10206","1.250893831","1.492728233","6.873043537","nan",".9160000086","nan",".9162558317",".8290188909","3.272342205","5.034372807","0","1","-8.375","23.125","0","0","0","1","1","0","0","0"
"10207","1.288134813","1.611839771","7.077663898","nan",".9340000153","nan",".9162558317",".8612686396","3.272342205","5.034372807","0","1","-8.375","23.375","0","0","0","1","1","0","0","0"
"10208","1.454773903","2.070219517","7.993263245","nan",".9800000191","nan",".9162558317",".9370593429","3.272342205","5.034372807","0","1","-8.375","23.625","0","0","0","1","1","0","0","0"
"10209","1.477824688","1.472695112","8.119915009","nan",".9819999933","nan",".9162558317",".5334008336","3.272342205","5.034372807","0","1","-8.375","24.125","0","0","0","1","1","0","0","0"
"1021",".6788918972","nan","3.730175495","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","13.125","-3.875","nan","nan","nan","nan","nan","nan","nan","nan"
